t [s];P [Pa];Q [m^3/s];A [m^2];P_f [Pa];P_b [Pa];Q_f [m^3/s];Q_b [m^3/s]
0.42715231788079472;13421.754431095706;-8.7490040100440849e-05;0.0029806055378284696;-0.16761393046605089;93.344812618558265;-1.6289170660195746e-07;-9.0714988829726392e-05
0.43046357615894038;13425.177198688092;-9.0877880536328263e-05;0.0029817556978796772;-0.19624030591350272;96.339343337926266;-1.9071158492368373e-07;-9.3625153981246223e-05
0.43377483443708609;13428.143103032013;-9.3815865566169827e-05;0.0029827525166024106;-0.22105397805181037;98.844389354737487;-2.1482617605820993e-07;-9.6059624789620048e-05
0.4370860927152318;13430.623335376686;-9.6274450965678178e-05;0.0029835862324310877;-0.24136752874513401;100.83695590344985;-2.3456742865220463e-07;-9.7996054325855299e-05
0.44039735099337746;13432.595588374705;-9.823062175450743e-05;0.0029842492770789856;-0.25662580225882148;102.30063922842689;-2.4939582749407506e-07;-9.9418500980905702e-05
0.44370860927152317;13434.044013426168;-9.9667896808399697e-05;0.0029847362648080401;-0.26642302985676447;103.22548289636768;-2.5891703565973134e-07;-0.00010031728882623902
0.44701986754966888;13434.959059866511;-0.00010057620586189866;0.0029850439411007739;-0.27051293383641872;103.60771599282907;-2.6289171388163886e-07;-0.00010068875318620859
0.45033112582781459;13435.337203058993;-0.00010095164490009013;0.0029851710930436891;-0.26881206567832261;103.44940869946173;-2.6123876465357797e-07;-0.00010053490591878551
0.45364238410596025;13435.180596633783;-0.00010079614468343901;0.0029851184332685995;-0.26139704671967645;102.75808590139118;-2.5403265064308021e-07;-9.9863059908863544e-05
0.45695364238410596;13434.496688854671;-0.00010011709255950653;0.0029848884709452847;-0.24849649485926473;101.54632660558619;-2.4149554884763485e-07;-9.8685439772300656e-05
0.46026490066225167;13433.297830110727;-9.892693532114819e-05;0.0029844853789891437;-0.23047843096491927;99.831363923254287;-2.2398511180149199e-07;-9.7018793108100555e-05
0.46357615894039733;13431.600885492289;-9.7242778219901947e-05;0.002983914862283932;-0.20783398540235676;97.634695415982591;-2.0197863314867189e-07;-9.4884011822352228e-05
0.46688741721854304;13429.42686143058;-9.5085990455500793e-05;0.0029831840300553912;-0.1811582506389342;94.981713159871219;-1.7605443968521355e-07;-9.2305772614652436e-05
0.47019867549668876;13426.800554909232;-9.2481827054337543e-05;0.0029823012753759153;-0.15112909742619673;91.901361129222508;-1.4687130436355195e-07;-8.9312204014393624e-05
0.47350993377483441;13423.750232031796;-8.9459075318757076e-05;0.0029812761641975121;-0.1184846889498743;88.425823078785356;-1.1514659393565959e-07;-8.5934583056375608e-05
0.47682119205298013;13420.307338389835;-8.6049729650311175e-05;0.0029801193348445525;-0.084000331217663371;84.590239264995873;-8.1633771543186974e-08;-8.2207059982917255e-05
0.48013245033112584;13416.506238933778;-8.2288693754460342e-05;0.0029788424072958873;-0.048465223313041816;80.432447140775835;-4.7099801993492102e-08;-7.816640624411491e-05
0.48344370860927155;13412.383981917463;-7.8213506046108302e-05;0.0029774579005268104;-0.01265962351716321;75.992739646741441;-1.2302961179022867e-08;-7.3851779598772143e-05
0.48675496688741721;13407.980080023224;-7.3864082559951059e-05;0.0029759791556845136;0.02266708310974086;71.313633884182437;2.2028478428046542e-08;-6.9304499304599063e-05
0.49006622516556292;13403.336300967292;-6.9282470826170903e-05;0.0029744202625964205;0.056816950040807557;66.439642132586812;5.5216233701097463e-08;-6.456782358691421e-05
0.49337748344370863;13398.496459082628;-6.4512607353213005e-05;0.0029727959868397539;0.08916221203306951;61.417036467649709;8.6650225564147363e-08;-5.9686720888119839e-05
0.49668874172185429;13393.506198679683;-5.9600070662555585e-05;0.0029711216943665735;0.119161751400646;56.293598020202722;1.158045813584129e-07;-5.4707626190815431e-05
0.5;13388.412759771603;-5.4591821609456915e-05;0.0029694132706071194;0.14637483304847554;51.118342359755388;1.4225098291437096e-07;-4.9678174138167083e-05
0.50331125827814571;13383.264717192804;-4.9535923155252605e-05;0.0029676870311225894;0.17047166009590886;45.941213506065054;1.6566892479135947e-07;-4.4646901666158098e-05
0.50662251655629142;13378.111685166161;-4.4481232741366628e-05;0.0029659596212205631;0.19124032599236362;40.812740547236714;1.8585247052895508e-07;-3.9662914295861311e-05
0.50993377483443714;13373.003980873229;-3.947706182533225e-05;0.0029642479024435146;0.20858978906404535;35.783652745759184;2.0271314338851677e-07;-3.4775512083174311e-05
0.51324503311258274;13367.992242534823;-3.4572798939785687e-05;0.0029625688244853715;0.22254857809102302;30.904451369982759;2.1627866840453199e-07;-3.0033773513188599e-05
0.51655629139072845;13363.126999948074;-2.981749484478396e-05;0.0029609392818926764;0.233259057293423;26.224939270526995;2.2668739893782568e-07;-2.5486098329937139e-05
0.51986754966887416;13358.45819832782;-2.5259410930999206e-05;0.0029593759558572447;0.24096723729877323;21.793712299236184;2.3417841470455614e-07;-2.1179713283718506e-05
0.52317880794701987;13354.034679536535;-2.0945534869013843e-05;0.0029578951424633062;0.24600831200401108;17.657619561609053;2.3907746611112073e-07;-1.7160147589952472e-05
